Date,DateTime,environment,position_group,target,algo,Evaluation_WinShare,Evaluation_RMSE,Evaluation_R2,test_RMSE,test_R2,test_MAE,train_RMSE,train_R2,train_MAE,n_trees,learning_rate,max_depth,colsample_bytree,min_child_weight,subsample,seed,knn,pt_min,pt_keep_thres,pt_drop,start_year,eval_split_method,prod_split_method
2020-06-03,2020-06-03 17:12:23.922847,eval,hitters,K%,xgb,0.0,0.0,0.0,0.037883538955515834,0.6263319045714798,0.030004310780455512,0.03550035924798636,0.6529081841544271,0.027379353229283736,50,0.091094646008405,2,0.7425630466349118,5,0.8082460503708141,123,5,150,300,200,2014,random,random
2020-06-03,2020-06-03 17:12:37.730632,prod,hitters,K%,xgb,0.0,0.0,0.0,0.038419046933040664,0.6156931660575705,0.029875001501059574,0.031753690180905014,0.7223054964785169,0.024394573910351103,100,0.25239747695546816,3,0.8165576746773797,3,0.9689328287759278,123,5,150,300,200,2014,random,random
2020-06-03,2020-06-03 17:12:49.322424,eval,hitters,BB%,xgb,0.0,0.0,0.0,0.02232579052468214,0.4976433642105741,0.017709685254649467,0.020107924388479817,0.5681897321814178,0.015564981651998275,800,0.21932504789276336,1,0.7460510111421129,4,0.8346672662538553,123,5,150,300,200,2014,random,random
2020-06-03,2020-06-03 17:13:04.675181,prod,hitters,BB%,xgb,0.0,0.0,0.0,0.022616486913620795,0.4844761722958544,0.017700710096461254,0.015235486828060425,0.752103069038138,0.0117585275570248,700,0.023466343700621728,4,0.9236536686677213,7,0.9296632521372596,123,5,150,300,200,2014,random,random
2020-06-03,2020-06-03 17:15:55.171620,eval,hitters,wOBA,xgb,0.2548596112311015,0.06533749604890221,0.02312953402046913,0.03683681975595315,0.16088633057788682,0.028841600971425917,0.032667075996554384,0.2694158146688935,0.02582271501888657,450,0.6575798707015276,2,0.4736878495355442,5,0.7005526067817717,123,5,150,300,200,2014,random,random
2020-06-03,2020-06-03 17:16:08.509874,prod,hitters,wOBA,xgb,0.0,0.0,0.0,0.03523415093088598,0.2323130491125228,0.027447771023939,0.02632483799215833,0.525560154819295,0.020415692959239774,150,0.3015324664770653,2,0.920932002213982,6,0.9865832797568792,123,5,150,300,200,2014,random,random
2020-06-03,2020-06-03 20:04:13.686249,eval,RP,ERA,xgb,0.21851851851851853,2.044967274971834,-0.1582912267004486,1.25438799394848,0.09609029784235668,0.965746474372016,1.104867868671514,0.26375313513325216,0.8654653284193455,950,0.4636671154658804,1,0.6876971747579774,7,0.9883509852901196,123,5,30,40,30,2014,timeseries,timeseries
2020-06-03,2020-06-03 20:04:49.199104,prod,RP,ERA,xgb,0.0,0.0,0.0,1.2648188802742941,0.08099483908512994,0.9861755818261041,1.115342423967186,0.2497271789988643,0.8735848626049088,800,0.04620601883187296,1,0.5815966278553644,7,0.8860833715825974,123,5,30,40,30,2014,timeseries,timeseries
2020-06-03,2020-06-03 20:05:26.182601,eval,RP,BB_per_9,xgb,0.2703703703703704,1.4886671286799582,0.16399743290916624,1.0227478215648904,0.14172065512239373,0.7787485321009601,0.8306996512918767,0.4713333649624868,0.6644935939298279,650,0.09336436521788104,2,0.6104850799628786,5,0.7260482647801803,123,5,30,40,30,2014,timeseries,timeseries
2020-06-03,2020-06-03 20:05:58.749912,prod,RP,BB_per_9,xgb,0.0,0.0,0.0,1.0333497045298663,0.12383444818793753,0.7916250788370769,0.35223973001654113,0.9049459720217359,0.2375701195686713,200,0.044105827430215364,8,0.7071440844698751,7,0.7554356998501555,123,5,30,40,30,2014,timeseries,timeseries
2020-06-03,2020-06-03 20:06:51.125138,eval,RP,K_per_9,xgb,0.2740740740740741,1.807742033641036,0.3535978743095144,1.6719473597653538,0.3720021099140485,1.3340798556009927,1.4881113233411782,0.5423692606932231,1.1692821136562304,900,0.10781692753671512,1,0.4673467219657394,6,0.7710488613354318,123,5,30,40,30,2014,timeseries,timeseries
2020-06-03,2020-06-03 20:07:46.182285,prod,RP,K_per_9,xgb,0.0,0.0,0.0,1.6698249770534337,0.373595468569878,1.3255024704403346,1.3701913969555002,0.6120222512973268,1.0709713501491769,350,0.03730687686212066,2,0.5606580913248994,5,0.7316669094872899,123,5,30,40,30,2014,timeseries,timeseries
2020-06-03,2020-06-03 20:08:28.554495,eval,RP,OBP,xgb,0.0,0.0,0.0,0.037443512247582696,0.09062748211593008,0.029700105623845705,0.03524853939740577,0.21718858347672187,0.02825930409047795,600,0.2528220099997525,1,0.9386409755042148,1,0.9924354025456674,123,5,30,40,30,2014,timeseries,timeseries
2020-06-03,2020-06-03 20:09:13.890509,prod,RP,OBP,xgb,0.0,0.0,0.0,0.037380299963604785,0.09369530286500204,0.029624588601677507,0.03541999623056373,0.20955451960250607,0.028325075796280783,800,0.1327712403449772,1,0.9801130700591941,7,0.7865237137548959,123,5,30,40,30,2014,timeseries,timeseries
2020-06-03,2020-06-03 20:10:01.046669,eval,RP,SLG,xgb,0.0,0.0,0.0,0.07363792461137605,0.14808473902278252,0.05966774407757652,0.05699130268179135,0.4257942419612048,0.045160368871072235,200,0.183337323313841,3,0.8826894840725978,4,0.8153145468051727,123,5,30,40,30,2014,timeseries,timeseries
2020-06-03,2020-06-03 20:11:11.477138,prod,RP,SLG,xgb,0.0,0.0,0.0,0.07459150863518957,0.12587790060060589,0.06099262969758775,0.02121792603930991,0.9204104154599714,0.013920313168531177,650,0.010100616849231721,6,0.4263878820952408,1,0.9576347883836231,123,5,30,40,30,2014,timeseries,timeseries
2020-06-03,2020-06-03 20:12:28.578512,eval,RP,SV_per_G,xgb,0.2222222222222222,7.477556466272673,0.2146906872894221,0.10438231256177656,0.4972379975613032,0.06776461993874218,0.027382170547904684,0.9724625174010404,0.016519896360938636,350,0.08602871207605084,5,0.4612046296466642,6,0.8975853270825235,123,5,30,40,30,2014,timeseries,timeseries
2020-06-03,2020-06-03 20:13:21.280256,prod,RP,SV_per_G,xgb,0.0,0.0,0.0,0.1053808897631999,0.4875726033981399,0.066409608984124,0.09066719225736923,0.6980821241750104,0.056366360261736935,250,0.4699950284324754,2,0.6928769749326363,1,0.9743220486001956,123,5,30,40,30,2014,timeseries,timeseries
2020-06-03,2020-06-03 20:51:56.184690,eval,RP,WAR_per_G,xgb,0.34472934472934474,0.689845757920704,0.02733984811611445,0.01543668299439651,0.04392921259754468,0.01192488364598755,0.012214621449307829,0.4133943954380406,0.008821843110383835,200,0.0313624735301738,2,0.9885621176602942,4,0.7801845346731534,123,5,30,40,30,2014,timeseries,timeseries
2020-06-03,2020-06-03 20:52:28.252194,prod,RP,WAR_per_G,xgb,0.0,0.0,0.0,0.015448053326973634,0.042520251042803325,0.011703577495759126,0.014263657013289298,0.20007741603281148,0.010196328271377493,900,0.4861303045506728,1,0.4848676906467657,5,0.9852712371231792,123,5,30,40,30,2014,timeseries,timeseries
2020-06-03,2020-06-03 20:53:50.519264,eval,RP,HLD_per_G,xgb,0.0,0.0,0.0,0.1081569718955031,0.10003726662805336,0.08843722959013207,0.10015896022559714,0.2646545848176003,0.08342856080543355,300,0.13459992805440602,1,0.9031108783759514,6,0.7790182431278566,123,5,30,40,30,2014,timeseries,timeseries
2020-06-03,2020-06-03 20:54:25.641820,prod,RP,HLD_per_G,xgb,0.0,0.0,0.0,0.10832281335082276,0.09727525224817699,0.08773083413294085,0.1017670738353118,0.2408521810903697,0.08455269573004784,400,0.38938930639656505,1,0.4703710178009653,1,0.9656524670840144,123,5,30,40,30,2014,timeseries,timeseries
2020-06-03,2020-06-03 21:54:56.906536,eval,SP,ERA,xgb,0.23125,1.324268879888775,-0.03594681720017223,0.8444539524838077,0.13292421491576567,0.6407619208222503,0.5227001867725566,0.6833901078335061,0.3940364388138258,250,0.0260739366256324,5,0.7888447722568454,7,0.9773061845103008,123,5,80,100,60,2014,timeseries,timeseries
2020-06-03,2020-06-03 21:55:31.721244,prod,SP,ERA,xgb,0.0,0.0,0.0,0.8298049422301674,0.16274616302088366,0.6456780554364612,0.7785420624440971,0.2976018940814257,0.5953629403049442,200,0.4270160170924889,2,0.8991344369397962,5,0.8062810832155403,123,5,80,100,60,2014,timeseries,timeseries
2020-06-03,2020-06-03 21:56:21.882405,eval,SP,BB_per_9,xgb,0.275,0.8715292158839524,0.15350871831239266,0.7486954243635457,0.3628345041330087,0.56379255841662,0.6021184997871211,0.4600512341358833,0.4694318783202139,900,0.29301088532281616,1,0.7566875874575896,7,0.8767459747946524,123,5,80,100,60,2014,timeseries,timeseries
2020-06-03,2020-06-03 21:57:00.507433,prod,SP,BB_per_9,xgb,0.0,0.0,0.0,0.7465943102880829,0.3664057263577733,0.5575645999641685,0.6458914149859261,0.3786910135285391,0.5062413428267655,700,0.6606126546791307,1,0.9926040567085196,5,0.7630748686239084,123,5,80,100,60,2014,timeseries,timeseries
2020-06-03,2020-06-03 21:58:01.310955,eval,SP,K_per_9,xgb,0.24375,1.3619486166608483,0.4721383915083204,1.2656564610439247,0.41683681758796187,1.0300707475622215,1.0699892161401814,0.5208129285259153,0.8415152911426259,100,0.209512207509072,1,0.4092743098656319,6,0.9137162140249492,123,5,80,100,60,2014,timeseries,timeseries
2020-06-03,2020-06-03 21:58:52.489581,prod,SP,K_per_9,xgb,0.0,0.0,0.0,1.2759796458789872,0.40728501163211017,1.0300177125997478,0.9499969880645,0.6222619381887073,0.7425926316514307,750,0.14697825962768313,2,0.6586937926573602,6,0.8796295219461409,123,5,80,100,60,2014,timeseries,timeseries
2020-06-03,2020-06-03 22:01:59.792592,eval,SP,K_per_9,xgb,0.26875,1.372297694964141,0.4640857579084914,1.2617763805895779,0.4204069043577915,1.0248431683253576,0.9330213591466082,0.6356410325125648,0.7329568834045307,450,0.11366809678391974,2,0.7516094503719235,4,0.7360841432298854,123,5,80,100,60,2014,timeseries,timeseries
