Date,DateTime,environment,position_group,target,algo,rmse,n_trees,learning_rate,max_depth,colsample_bytree,min_child_weight,subsample
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06712236949846277,850,0.1144362730971835,13,0.7367727289383038,2,0.9745671530572636
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.0689224630801479,150,0.4370829147126843,12,0.3585770583093125,4,0.8819412589701056
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06947312928745025,550,0.3619293248040713,9,0.4399805250314135,3,0.8067342624620499
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06560533398973144,450,0.06520040313569364,6,0.3689613721396959,6,0.9936576643555968
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.07708040343546059,600,0.7842986303948202,14,0.2313438774335781,6,0.7413234740966536
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06689799164392528,300,0.13499317546056,12,0.9655281428464372,6,0.7833433219462282
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.07124145030445579,250,0.4432840778947503,12,0.8206044531501564,4,0.8548379573034537
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.07034487335814464,900,0.34983950235079786,7,0.7788651015172503,4,0.9617779774279652
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06864890177573503,650,0.676646162339838,6,0.680478822953151,2,0.92292646583424
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.0689812467456772,100,0.6833556558045202,2,0.9615232830524916,3,0.9985324132582232
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.0655907938872538,400,0.2993518992034589,14,0.5283323579939243,7,0.9023336928708888
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.07399917633454837,200,0.3696310666080777,13,0.19371743040521386,7,0.7429028015046085
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06983897226918517,700,0.36739786615923703,7,0.7865020965904631,6,0.9176121668815924
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.07198940290719774,500,0.6673760189334105,9,0.971851912394234,3,0.8777144131201853
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06512726590697966,700,0.2673111876385531,8,0.8072392761343978,7,0.8303884273067038
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06541995323586122,450,0.029560530597249723,9,0.1271736839195982,5,0.7244220294246833
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06571109437246421,500,0.014434084349945132,11,0.5380983489280171,2,0.936896069703225
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06871194463390322,600,0.26587267091253963,10,0.2104231330490849,2,0.7063610314386677
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.07120029609054891,200,0.7692762516405544,5,0.7585245046169806,3,0.8622053706276968
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.07127876195425277,100,0.5530289593640578,11,0.9754816791992904,2,0.9616301169689466
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06666819151808366,600,0.07739750296999795,11,0.8244113139774348,2,0.7969219429794708
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06660255949907279,250,0.33825163708495665,3,0.7026065934787826,7,0.8891062837222532
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.0679265613462191,250,0.4092479540393376,1,0.5794668029796065,2,0.7123253145379433
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.0671030576669313,50,0.206489346549734,8,0.373477036688489,5,0.8207946169161664
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06682795039914144,450,0.18668662611998169,8,0.3909349849676369,1,0.8147840542403969
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06573880744082508,700,0.011406942301273893,9,0.6285772341746155,5,0.7597442198492717
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06730411292318769,150,0.21726880539040985,4,0.10255342708161223,5,0.8181763562635547
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.07430997262702684,750,0.4978458860488266,9,0.1126794989069786,1,0.7661880997857301
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06689245846779683,950,0.13298261875811773,8,0.8735362481138704,5,0.7275341877795583
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.0661044465706136,550,0.09595997609903406,8,0.4298381080978085,7,0.8311147855397953
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06839174757624293,800,0.2733914816727395,9,0.4656194961091013,5,0.7013928531717729
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06598291210361039,850,0.02631591408970063,13,0.3062045236911539,7,0.7852286342764543
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06808682167169125,350,0.5320487832943919,4,0.29679481904184946,5,0.8401919850398342
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06564745674044269,450,0.153826731030028,3,0.9047717177369704,7,0.7267656734218285
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06715935231165407,700,0.07428720444762762,1,0.6760664784888893,4,0.8032158016070814
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.07231319319031787,450,0.4467008613433943,10,0.4839815023417876,6,0.7618446119518069
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06645197025295155,950,0.24320754874761016,2,0.5993783279003055,4,0.8636656884961499
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06606667166698572,900,0.1410792745789407,5,0.9028421546353822,1,0.9780415635029422
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.07757461243408867,550,0.6227364453639019,12,0.16556799741191694,5,0.7789425407437299
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06786456983887898,650,0.3034930825214439,6,0.2676919803115068,7,0.7439994610216119
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06743566284403109,300,0.003997226266259483,14,0.7246610130516559,3,0.837905911686962
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06951492544698687,400,0.42616656180028345,7,0.8410824047804772,6,0.9396569325051762
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06725567185281704,700,0.17407291395250402,9,0.6279594438143041,4,0.7223128364232168
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06798275840510185,750,0.31440508949942536,6,0.918052315763398,7,0.90163990832607
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06712234776701112,50,0.10785707175608733,12,0.14442191334945925,1,0.8811224391542779
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06659727919449984,350,0.0379759428795152,2,0.9993413975223708,6,0.7794618330010425
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.0705897213733195,800,0.382864785953799,8,0.7583599394400129,3,0.8546702657159793
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.07134934489077861,850,0.4715517131562998,14,0.4831497996819813,7,0.8042190299581986
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.07348391066375233,150,0.5902667168330394,10,0.3269290290508504,5,0.9118865043020165
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.075005769834657,450,0.7836844289229391,7,0.23344338749102475,7,0.7500658703041121
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06542296546904383,200,0.048433468997600204,13,0.6600322794075119,4,0.9884267024063824
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06850175589495232,100,0.7364098527277235,5,0.7924725603920936,5,0.9338560919262848
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06779684762985473,500,0.34454105665278384,9,0.5693556039874024,3,0.8669346918335504
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06636967838219424,300,0.2258906961031242,3,0.5393450090408337,2,0.9631101664896377
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06799555678459017,700,0.2565047953607417,1,0.7302935154079686,6,0.7964876500906369
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06854960311813993,900,0.18239266155430608,11,0.40121782959584795,7,0.7111963859793107
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06577498071894365,600,0.1263018827803587,8,0.9406479630965274,5,0.8945330710013101
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06981730157053426,650,0.5107312637029221,4,0.351271774541801,1,0.7337954458007395
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06923911583050055,400,0.2805869186735499,9,0.8589429888741649,2,0.8271381991555055
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.07122726774075319,250,0.3996865422844677,6,0.4424733218160496,5,0.8449867382496851
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06964651165867451,450,0.3226875023806077,8,0.5071203843398929,7,0.7694148390435326
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.0664317716461411,700,0.05927401432431845,13,0.9978648993385101,3,0.7556226679505597
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.0688353157532339,50,0.2054400676407712,12,0.8095995182889691,5,0.7180894806014572
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06674995655779073,100,0.09923830264760004,9,0.2498115367774025,4,0.7007097104088291
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06797996669717442,950,0.5797029992582132,2,0.18676524391516086,7,0.7900821626831788
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.0699440723346957,150,0.3664953768093077,11,0.6456030036650868,1,0.8761190217296396
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.07246090760848199,450,0.7069346133956143,8,0.7075242122302974,2,0.7378101231367141
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06857596840535532,550,0.16763613672043073,10,0.7564000292933166,6,0.8120645661596851
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06648014162260828,200,0.03894040236855294,13,0.6797466515759252,4,0.9916596104769828
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06605911087368285,200,0.05946295579897265,13,0.5175208839491343,4,0.928135787226845
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06645105829804687,500,0.01020073262268495,13,0.6046044916860585,4,0.9830549966742574
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06688934941080812,200,0.1169141886180084,13,0.65300802112757,4,0.9407614500416704
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06672808548823254,200,0.1539562952266836,14,0.8714906877375609,4,0.9638567149881015
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06720038692497989,750,0.2398581921336967,3,0.7784225742238199,4,0.911168496909552
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06604360877463758,800,0.09350482469908816,5,0.5609886309874682,5,0.9463190313332404
2020-05-19,2020-05-19 15:11:19.862583,prod,hitters,SLG,xgb,0.06925761749985432,850,0.2812571437003503,4,0.6015103730005219,7,0.7698435024438824
