Date,DateTime,environment,position_group,target,algo,rmse,n_trees,learning_rate,max_depth,colsample_bytree,min_child_weight,subsample
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.0685608138859841,500,0.26814514019045194,12,0.7011220108575883,4,0.76422742034291
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.07169143958838486,350,0.6364902588336214,8,0.2653333570593791,6,0.8284448577374768
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06927917811675692,550,0.7456749649067004,2,0.44706970649253097,3,0.7714359205031179
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.07575449901094862,800,0.6708826794004575,9,0.20775341828243807,5,0.7298465810588787
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06886300261904592,700,0.27283040065536096,8,0.5527829123772389,1,0.7662652206845052
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.0664108769737529,950,0.4031333232850749,3,0.6579498084477599,3,0.7656847891341997
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06608459144746369,200,0.10774495782447613,10,0.755643377826084,2,0.7056155604419729
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.07412385119287812,600,0.7046706768491546,10,0.44205254180987397,3,0.8488230237104762
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.07463737736181339,200,0.7772221488474581,7,0.17729792524597532,5,0.8311656637592059
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06987772360720552,600,0.5182445786882356,6,0.3373403749388933,4,0.9838579083431628
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06709901254702866,350,0.10965661039575512,4,0.8344321254632474,2,0.7501672781015558
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06848170681758621,50,0.4689196614770991,4,0.8787288524828539,3,0.7284550040686467
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06923278766496031,950,0.3827289961780171,1,0.5187148621628378,5,0.8442652820329838
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06859918185487428,300,0.5487129592742295,5,0.2440297416830574,6,0.8281354677636213
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06618835651071946,800,0.1691489110169574,3,0.4388672124704642,7,0.9153562634163144
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06661491785745369,650,0.06673144861992526,8,0.9408685474605152,3,0.8126264958351533
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.0665332487259445,500,0.355206172017029,6,0.6947365822967427,5,0.8818348875513735
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.07062916107346234,950,0.530158004364623,6,0.7835777602901509,6,0.9269058279242508
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06640208905666606,700,0.11360244858126185,4,0.9893160284072086,4,0.8254606179993184
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06622999672973658,250,0.3739306893655969,6,0.29690252159755715,5,0.9319802483509536
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06786900184049781,450,0.1957333385045048,10,0.570026610964251,7,0.988750276484276
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.0655735890414059,800,0.026773150324821804,13,0.3680136434401245,2,0.8900173751657487
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06529984614604592,200,0.030272426164834432,13,0.3798906006365537,2,0.8844225189570519
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06712193456674573,100,0.011374116828801354,13,0.3572813741742549,2,0.8849481949328459
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06618337258053641,750,0.010929077680349907,13,0.1155763255325245,2,0.8808541416039477
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06658401669487188,400,0.2544286931824212,13,0.1066950341276416,2,0.9649226673822596
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06521746268475623,850,0.014830445644791896,11,0.3884800341744628,2,0.7971862234054418
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06722389257802558,850,0.17832268129158746,11,0.6119630865790295,2,0.7982580539485682
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06847116955156014,850,0.2851698663744584,11,0.4868074645378534,1,0.7934447795224249
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06615882311748479,850,0.07004458156836313,14,0.4028756455893745,2,0.949052665070563
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06807005908241102,150,0.214079477776923,12,0.30000402610811805,2,0.8624809465470609
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.07031374110627081,900,0.32108788117465065,11,0.16752990692574138,7,0.7931714367941626
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06917953148948992,200,0.6087038116323211,2,0.6197977201608595,1,0.9018242829156526
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06618088513733926,550,0.045343158585500976,9,0.24222230283089186,4,0.8619969935781223
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06658657757754763,400,0.1472567117717084,11,0.4944359544565522,6,0.7455398889258781
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.0679090077289145,200,0.23231439309482105,14,0.30813135410782944,2,0.8096357036746007
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06822278734695265,850,0.1330917181740942,1,0.3942746965370144,1,0.7152926536964568
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06952369371813616,450,0.4310532789976314,7,0.1998548760247445,2,0.7762976805470485
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.067578755041588,650,0.2961663397652867,12,0.5704171245916894,2,0.7816887805239191
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06508301204303933,900,0.06776798011193498,5,0.4344432003911021,4,0.7548593666356079
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06595078329513106,900,0.08032526270293511,5,0.4558921859428044,4,0.7518865213309568
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06876159179081617,50,0.6383909397573106,5,0.5329121790632446,4,0.7270004618468232
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06836861495609944,900,0.4618063828991318,5,0.721183267898351,4,0.7037114748809976
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06698896706978336,350,0.3251874045177499,2,0.1465825883459788,4,0.7635286454686863
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06685294859904213,750,0.2472593278776249,3,0.6440492018409346,3,0.7349528890943671
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.07370443134557618,300,0.7575090953075552,9,0.4303243521186014,4,0.7152678892088367
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06541024544135585,500,0.08933849460088474,5,0.2375846505428669,6,0.8373123990082965
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.0678306994372171,150,0.17731701055533733,8,0.4842453763052204,5,0.8147662767610491
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.07310516777757375,250,0.572698697558376,11,0.3251271141438666,7,0.7596020912595483
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06558666639549605,600,0.0024428548927297594,7,0.8132316285515926,3,0.7840571762066169
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.07521976430083482,900,0.6856049073103877,10,0.5921066960904837,4,0.852869425376006
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06814115991282572,700,0.14068696187180896,1,0.7048863622771864,1,0.7403289500549008
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06635000452291956,100,0.0478033866488066,4,0.2716640428983028,7,0.71653969470027
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.07075390736814878,950,0.4787736754517798,5,0.4140161870540868,6,0.8086055022736623
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.07035342260596597,550,0.7268327721602109,3,0.5169367221670323,5,0.7706966382845841
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.07666539428845331,800,0.7998262168972856,11,0.7513450103399008,4,0.8198690744908746
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06685806288869764,350,0.1039741873680034,8,0.8999853114358846,3,0.7556568527663852
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06819442451231461,850,0.21791541995218933,14,0.6686395812485144,4,0.8692512145829678
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06857548807180834,50,0.38981429103283294,6,0.3419688293335952,5,0.7241646022214977
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.07059695933855603,300,0.41854480859605386,12,0.4641605139984205,1,0.8340890969383323
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06772377631887498,650,0.3568996968742704,2,0.2097229629330871,6,0.9990578867846992
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06644071549875642,900,0.0524212606896227,10,0.2810213008568211,7,0.7003727160739064
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.0658522299245041,500,0.1201729094797309,9,0.3672715384422643,2,0.9040117998136818
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06555315498447517,250,0.16422158633873468,4,0.549726995883701,3,0.7934440899489759
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06567725140818054,600,0.005700751975874779,11,0.1291972329829078,4,0.8018404599953399
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.0655584057487456,200,0.041167666633690016,13,0.4020031925355416,2,0.8740174183764865
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06895926189720351,200,0.19935676174486666,13,0.3740948278275945,2,0.9276070460579292
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06707999078218366,450,0.09991557642173256,13,0.3314288272088012,2,0.9411686563948268
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06589142094228688,400,0.021600929721984925,7,0.20980143683635585,2,0.8464270578949074
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06589978777702481,850,0.07644044720264456,5,0.4326816808889459,2,0.8960506541058312
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06717565173500456,200,0.15164137691116736,13,0.4901397506290427,2,0.9678177300245084
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06819355339326506,100,0.2679561524725061,1,0.5185069257555546,2,0.9178491873275856
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.0673664726000966,750,0.12352013227750028,14,0.2558810718625035,1,0.7859724286113949
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06605770746173507,700,0.03486153570006953,3,0.3852115933682456,2,0.8248226816861807
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.0665455413302803,150,0.06799077067025723,11,0.17334632973074046,5,0.9110890235338156
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.0665012579563857,850,0.19916764012306853,5,0.5864276568990803,4,0.7736078558376314
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.08852359580728053,900,7.22515057565952e-05,6,0.4702295763629862,6,0.8421154741791894
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06532052206769562,550,0.02634505091529667,12,0.3494500560672322,7,0.8583301931994476
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.0692947334659136,200,0.33209722551251875,13,0.3114976055131403,2,0.7478576110874589
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06821028819359783,950,0.2326810959219509,8,0.6172139691859242,4,0.803391148284736
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06659892157182963,800,0.09155220478429947,2,0.5517735024787312,3,0.8905911584272049
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06707311565386964,50,0.16684124943368867,9,0.4154485822258855,2,0.9534475861324626
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06681667240508479,900,0.29932378019044925,11,0.22562464506813198,1,0.8735933731438097
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06615704975645083,350,0.05833532898418785,10,0.9965607962395568,4,0.8535905247550243
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.0707593193661781,450,0.4982480773007775,5,0.2868141379776524,2,0.7397223829222074
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.07252919446258631,300,0.589747139520566,7,0.6451349675000301,5,0.8205760393252474
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.08097384948855116,650,0.00044321935521043915,1,0.4518693449559436,6,0.8319819532521778
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06660341659909258,850,0.2532106019944731,4,0.5340389882090717,7,0.7884239332827375
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06628831609103131,500,0.1845559839652345,13,0.5036794890197146,4,0.7650953079896221
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06751649772256339,400,0.1369200673980142,11,0.6741885966218497,2,0.8417540306956132
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.0666970415873876,200,0.27659343808488834,5,0.26198869668418434,3,0.8652068068675464
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.07088573369421383,600,0.548900637392898,14,0.3145514783315039,1,0.7331488500778383
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.07022501964392941,250,0.6550983291446278,3,0.14742389019711485,2,0.7110866905398998
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06565232008361195,750,0.09080402402818387,6,0.18810956383873825,4,0.8146312078516447
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06789077759860128,100,0.2223242994109648,8,0.4226255259113201,5,0.7762583947376859
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.06696768224748159,700,0.15711120076265894,2,0.5958731966396346,6,0.7227220311762503
2020-05-19,2020-05-19 15:10:32.161758,eval,hitters,SLG,xgb,0.0689544213609868,900,0.3112287243248153,11,0.3797089966065215,7,0.7578022998472999
